,hsk,hex,hanzi,pinyin,translation
4372,6,"['0x4e3a', '0x96be']",为难,wéi nán,"to feel embarrassed or awkward, to make things difficult (for someone), to find things difficult (to do or manage),"
4373,6,"['0x4e3a', '0x671f']",为期,wéi qī,"(to be done) by (a certain date), lasting (a certain time),"
4374,6,"['0x4e3a', '0x9996']",为首,wéi shǒu,"head, be headed by,"
4375,6,"['0x59d4', '0x5458']",委员,wěi yuán,"committee member, committee, council, CL:個|个[gè],"
4376,6,"['0x4f2a', '0x9020']",伪造,wěi zào,"to forge, to fake, to counterfeit,"
4377,6,"['0x80c3', '0x53e3']",胃口,wèi kǒu,"appetite,"
4378,6,"['0x4f4d', '0x4e8e']",位于,wèi yú,"to be located at, to be situated at, to lie,"
4379,6,"['0x672a', '0x514d']",未免,wèi miǎn,"unavoidable, a bit too much, over the top (you exaggerate),"
4380,6,"['0x754f', '0x60e7']",畏惧,wèi jù,"to fear, to dread, foreboding,"
4381,6,"['0x536b', '0x661f']",卫星,wèi xīng,"(space) satellite, CL:顆|颗[kē],"
4382,6,"['0x6170', '0x95ee']",慰问,wèi wèn,"to express sympathy, greetings, consolation etc,"
4383,6,"['0x6e29', '0x5e26']",温带,wēn dài,"temperate zone,"
4384,6,"['0x6e29', '0x548c']",温和,wēn hé,"mild, gentle, moderate,"
4385,6,"['0x6587', '0x51ed']",文凭,wén píng,"diploma,"
4386,6,"['0x6587', '0x7269']",文物,wén wù,"cultural relic, historical relic, CL:件,個|个[gè],"
4387,6,"['0x6587', '0x732e']",文献,wén xiàn,"document,"
4388,6,"['0x6587', '0x96c5']",文雅,wén yǎ,"elegant, refined,"
4389,6,"['0x6587', '0x827a']",文艺,wén yì,"literature and art,"
4390,6,"['0x95ee', '0x4e16']",问世,wèn shì,"to be published, to come out,"
4391,6,['0x7a9d'],窝,wō,"nest, pit or hollow on the human body, lair, den, place, to harbor or shelter, to hold in check, to bend, classifier for litters and broods,"
4392,6,"['0x4e4c', '0x9ed1']",乌黑,wū hēi,"jet-black, dark,"
4393,6,"['0x6c61', '0x8511']",污蔑,wū miè,"to slander, to smear, to tarnish,"
4394,6,"['0x8bec', '0x9677']",诬陷,wū xiàn,"to entrap, to frame, to plant false evidence against sb,"
4395,6,"['0x65e0', '0x6bd4']",无比,wú bǐ,"incomparable, matchless,"
4396,6,"['0x65e0', '0x507f']",无偿,wú cháng,"free, no charge, at no cost,"
4397,6,"['0x65e0', '0x803b']",无耻,wú chǐ,"without any sense of shame, unembarrassed, shameless,"
4398,6,"['0x65e0', '0x4ece']",无从,wú cóng,"not to have access, beyond one's authority or capability, sth one has no way of doing,"
4399,6,"['0x65e0', '0x52a8', '0x4e8e', '0x8877']",无动于衷,wú dòng yú zhōng,"aloof, indifferent, unconcerned,"
4400,6,"['0x65e0', '0x975e']",无非,wú fēi,"only, nothing else,"
4401,6,"['0x65e0', '0x7cbe', '0x6253', '0x91c7']",无精打采,wú jīng dǎ cǎi,"dispirited and downcast (idiom); listless, in low spirits, washed out,"
4402,6,"['0x65e0', '0x53ef', '0x5949', '0x544a']",无可奉告,wú kě fèng gào,"(idiom) ""no comment"","
4403,6,"['0x65e0', '0x53ef', '0x5948', '0x4f55']",无可奈何,wú kě nài hé,"have no way out, have no alternative, abbr. to 無奈|无奈[wú nài],"
4404,6,"['0x65e0', '0x8d56']",无赖,wú lài,"hoodlum, rascal, rogue, rascally, scoundrelly,"
4405,6,"['0x65e0', '0x7406', '0x53d6', '0x95f9']",无理取闹,wú lǐ qǔ nào,"to make trouble without reason (idiom); to be deliberately provocative,"
4406,6,"['0x65e0', '0x80fd', '0x4e3a', '0x529b']",无能为力,wú néng wéi lì,"impotent (idiom), powerless, helpless,"
4407,6,"['0x65e0', '0x7a77', '0x65e0', '0x5c3d']",无穷无尽,wú qióng wú jìn,"vast and limitless (idiom); endless span of time, no vestige of a beginning, no prospect of an end,"
4408,6,"['0x65e0', '0x5fae', '0x4e0d', '0x81f3']",无微不至,wú wēi bù zhì,"in every possible way (idiom); meticulous,"
4409,6,"['0x65e0', '0x5fe7', '0x65e0', '0x8651']",无忧无虑,wú yōu wú lǜ,"carefree and without worries (idiom),"
4410,6,"['0x65e0', '0x77e5']",无知,wú zhī,"ignorant, ignorance,"
4411,6,"['0x821e', '0x8e48']",舞蹈,wǔ dǎo,"dance,"
4412,6,"['0x6b66', '0x4fa0']",武侠,wǔ xiá,"martial arts chivalry (Chinese literary, theatrical and cinema genre), knight-errant,"
4413,6,"['0x6b66', '0x88c5']",武装,wǔ zhuāng,"arms, equipment, to arm, military, armed (forces),"
4414,6,"['0x4fae', '0x8fb1']",侮辱,wǔ rǔ,"to insult, to humiliate, dishonor,"
4415,6,['0x52ff'],勿,wù,"do not,"
4416,6,"['0x52a1', '0x5fc5']",务必,wù bì,"must, to need to, to be sure to,"
4417,6,"['0x52a1', '0x5b9e']",务实,wù shí,"pragmatic, dealing with concrete issues,"
4418,6,"['0x8bef', '0x5dee']",误差,wù chā,"difference, error, inaccuracy,"
4419,6,"['0x8bef', '0x89e3']",误解,wù jiě,"to misunderstand, to misread, misunderstanding,"
4420,6,"['0x7269', '0x7f8e', '0x4ef7', '0x5ec9']",物美价廉,wù měi jià lián,"good quality and cheap, a bargain,"
4421,6,"['0x7269', '0x8d44']",物资,wù zī,"goods, supplies,"
4422,6,['0x6eaa'],溪,xī,"variant of 溪, creek, rivulet,"
4423,6,"['0x819d', '0x76d6']",膝盖,xī gài,"knee,"
4424,6,"['0x7184', '0x706d']",熄灭,xī miè,"to stop burning, to go out (of fire), to die out, extinguished,"
4425,6,"['0x5438', '0x53d6']",吸取,xī qǔ,"to absorb, to draw (a lesson, insight etc), to assimilate,"
4426,6,"['0x6614', '0x65e5']",昔日,xī rì,"formerly, in olden days,"
4427,6,"['0x727a', '0x7272']",牺牲,xī shēng,"to sacrifice oneself, to lay down one's life, to do sth at the expense of, beast slaughtered for sacrifice, sacrifice, CL:個|个[gè],"
4428,6,"['0x5915', '0x9633']",夕阳,xī yáng,"sunset, the setting sun,"
4429,6,"['0x5ab3', '0x5987']",媳妇,xí fù,"daughter-in-law, wife (of a younger man), young married woman, young woman,"
4430,6,"['0x4e60', '0x4fd7']",习俗,xí sú,"custom, tradition, local tradition, convention,"
4431,6,"['0x88ad', '0x51fb']",袭击,xí jī,"attack (esp. surprise attack), raid, to attack,"
4432,6,"['0x559c', '0x95fb', '0x4e50', '0x89c1']",喜闻乐见,xǐ wén lè jiàn,"a delight to see (idiom); an attractive spectacle,"
4433,6,"['0x559c', '0x60a6']",喜悦,xǐ yuè,"happy, joyous,"
4434,6,"['0x7cfb', '0x5217']",系列,xì liè,"series,"
4435,6,"['0x7ec6', '0x80de']",细胞,xì bāo,"cell (biology),"
4436,6,"['0x7ec6', '0x83cc']",细菌,xì jūn,"bacterium, germ,"
4437,6,"['0x7ec6', '0x81f4']",细致,xì zhì,"delicate, fine, careful, meticulous, painstaking,"
4438,6,['0x971e'],霞,xiá,"red clouds,"
4439,6,"['0x72ed', '0x9698']",狭隘,xiá ài,"narrow, tight, narrow minded, lacking in experience,"
4440,6,"['0x72ed', '0x7a84']",狭窄,xiá zhǎi,"narrow,"
4441,6,"['0x5ce1', '0x8c37']",峡谷,xiá gǔ,"canyon, gill, ravine,"
4442,6,"['0x590f', '0x4ee4', '0x8425']",夏令营,xià lìng yíng,"summer camp,"
4443,6,"['0x4e0b', '0x5c5e']",下属,xià shǔ,"subordinate, underling,"
4444,6,"['0x5148', '0x8fdb']",先进,xiān jìn,"advanced (technology), to advance,"
4445,6,"['0x5148', '0x524d']",先前,xiān qián,"before, previously,"
4446,6,"['0x9c9c', '0x660e']",鲜明,xiān míng,"bright, clear-cut, distinct,"
4447,6,"['0x6380', '0x8d77']",掀起,xiān qǐ,"to lift, to raise in height, to begin, upsurge, to set off (a campaign),"
4448,6,"['0x7ea4', '0x7ef4']",纤维,xiān wéi,"fiber, CL:種|种[zhǒng],"
4449,6,['0x5f26'],弦,xián,"bow string, string of musical instrument, watchspring, chord (segment of curve), hypotenuse, CL:根[gēn],"
4450,6,['0x5acc'],嫌,xián,"to dislike, suspicion, resentment, enmity, abbr. for 嫌犯, criminal suspect,"
4451,6,"['0x5acc', '0x7591']",嫌疑,xián yí,"suspicion, (be) suspected (of),"
4452,6,"['0x95f2', '0x8bdd']",闲话,xián huà,"digression, gossip, complaint, scandal, CL:段[duàn],"
4453,6,"['0x8d24', '0x60e0']",贤惠,xián huì,"chaste, virtuous,"
4454,6,"['0x8854', '0x63a5']",衔接,xián jiē,"to join together, to combine,"
4455,6,"['0x663e', '0x8457']",显著,xiǎn zhù,"outstanding, notable, remarkable, statistically significant,"
4456,6,"['0x73b0', '0x573a']",现场,xiàn chǎng,"lit. actual location, the scene (of the incident), on-the-spot,"
4457,6,"['0x73b0', '0x6210']",现成,xiàn chéng,"ready-made, readily available,"
4458,6,"['0x73b0', '0x72b6']",现状,xiàn zhuàng,"current situation,"
4459,6,"['0x5baa', '0x6cd5']",宪法,xiàn fǎ,"constitution (of a country), CL:部[bù],"
4460,6,"['0x9677', '0x5bb3']",陷害,xiàn hài,"to entrap, to set up, to frame (up), to make false charges against,"
4461,6,"['0x9677', '0x5165']",陷入,xiàn rù,"to sink into, to get caught up in, to land in (a predicament),"
4462,6,"['0x9985', '0x513f']",馅儿,xiàn r,"erhua variant of 餡|馅, stuffing, filling, e.g. in 包子 or 饺子[jiǎo zi],"
4463,6,"['0x7ebf', '0x7d22']",线索,xiàn suǒ,"trail, clues, thread (of a story),"
4464,6,"['0x76f8', '0x5dee']",相差,xiāng chà,"to differ, discrepancy between,"
4465,6,"['0x76f8', '0x7b49']",相等,xiāng děng,"equal, equally, equivalent,"
4466,6,"['0x76f8', '0x8f85', '0x76f8', '0x6210']",相辅相成,xiāng fǔ xiāng chéng,"to complement one another (idiom),"
4467,6,"['0x76f8', '0x5e94']",相应,xiāng yìng,"to correspond, answering (one another), to agree (among the part), corresponding, relevant, appropriate, (modify) accordingly,"
4468,6,"['0x9576', '0x5d4c']",镶嵌,xiāng qiàn,"to inlay, to embed, to set (e.g. a jewel in a ring), tiling, tesselation,"
4469,6,"['0x4e61', '0x9547']",乡镇,xiāng zhèn,"village, township,"
4470,6,"['0x60f3', '0x65b9', '0x8bbe', '0x6cd5']",想方设法,xiǎng fāng shè fǎ,"to think up every possible method (idiom); to devise ways and means, to try this, that and the other,"
4471,6,"['0x54cd', '0x4eae']",响亮,xiǎng liàng,"loud and clear, resounding,"
4472,6,"['0x54cd', '0x5e94']",响应,xiǎng yìng,"respond to, answer, CL:個|个[gè],"
4473,6,['0x5df7'],巷,xiàng,"lane, alley,"
4474,6,"['0x5411', '0x5bfc']",向导,xiàng dǎo,"guide,"
4475,6,"['0x5411', '0x6765']",向来,xiàng lái,"always (previously),"
4476,6,"['0x5411', '0x5f80']",向往,xiàng wǎng,"to yearn for, to look forward to,"
4477,6,"['0x6d88', '0x9664']",消除,xiāo chú,"to eliminate, to remove,"
4478,6,"['0x6d88', '0x6bd2']",消毒,xiāo dú,"to disinfect, to sterilize,"
4479,6,"['0x6d88', '0x9632']",消防,xiāo fáng,"fire-fighting, fire control,"
4480,6,"['0x6d88', '0x8017']",消耗,xiāo hào,"to use up, to consume,"
4481,6,"['0x6d88', '0x6781']",消极,xiāo jí,"negative, passive, inactive,"
4482,6,"['0x9500', '0x6bc1']",销毁,xiāo huǐ,"to destroy (by melting or burning), to obliterate,"
4483,6,"['0x5c0f', '0x5fc3', '0x7ffc', '0x7ffc']",小心翼翼,xiǎo xīn yì yì,"cautious and solemn (idiom); very carefully, prudent, gently and cautiously,"
4484,6,"['0x6548', '0x76ca']",效益,xiào yì,"benefit, effectiveness, efficiency,"
4485,6,"['0x8096', '0x50cf']",肖像,xiào xiàng,"portrait,"
4486,6,"['0x643a', '0x5e26']",携带,xié dài,"to carry (on one's person), to support (old), Taiwan pr. [xī dài],"
4487,6,"['0x534f', '0x4f1a']",协会,xié huì,"an association, a society, CL:個|个,家[jiā],"
4488,6,"['0x534f', '0x5546']",协商,xié shāng,"to consult with, to talk things over, agreement,"
4489,6,"['0x534f', '0x8bae']",协议,xié yì,"agreement, pact, protocol, CL:項|项[xiàng],"
4490,6,"['0x534f', '0x52a9']",协助,xié zhù,"to provide assistance, to aid,"
4491,6,"['0x5199', '0x4f5c']",写作,xiě zuò,"writing, written works,"
4492,6,['0x5c51'],屑,xiè,"bits, fragments, crumbs, filings, trifling, trivial, to condescend to,"
4493,6,"['0x8c22', '0x7edd']",谢绝,xiè jué,"to refuse politely,"
4494,6,"['0x6cc4', '0x9732']",泄露,xiè lù,"to leak (information), to divulge,"
4495,6,"['0x6cc4', '0x6c14']",泄气,xiè qì,"to leak (gas), to be discouraged, to despair, (disparaging) pathetic, to vent one's anger, (of a tire) to be flat,"
4496,6,"['0x65b0', '0x9648', '0x4ee3', '0x8c22']",新陈代谢,xīn chén dài xiè,"metabolism (biology), the new replaces the old (idiom),"
4497,6,"['0x65b0', '0x90ce']",新郎,xīn láng,"bridegroom, groom,"
4498,6,"['0x65b0', '0x5a18']",新娘,xīn niáng,"bride,"
4499,6,"['0x65b0', '0x9896']",新颖,xīn yǐng,"lit. new bud, fig. new and original,"
4500,6,"['0x5fc3', '0x5f97']",心得,xīn dé,"knowledge gained, CL:個|个[gè],"
4501,6,"['0x5fc3', '0x7075']",心灵,xīn líng,"bright, smart, quick-witted, heart, thoughts, spirit,"
4502,6,"['0x5fc3', '0x6001']",心态,xīn tài,"attitude (of the heart), state of one's psyche, way of thinking, mentality,"
4503,6,"['0x5fc3', '0x75bc']",心疼,xīn téng,"to love dearly, the pain of love,"
4504,6,"['0x5fc3', '0x8840']",心血,xīn xuè,"heart's blood, expenditure (for some project), meticulous care,"
4505,6,"['0x5fc3', '0x773c', '0x513f']",心眼儿,xīn yǎn r,"one's thoughts, mind, intention, willingness to accept new ideas, baseless suspicions,"
4506,6,"['0x8f9b', '0x52e4']",辛勤,xīn qín,"hardworking, industrious,"
4507,6,"['0x6b23', '0x6170']",欣慰,xīn wèi,"to be gratified,"
4508,6,"['0x6b23', '0x6b23', '0x5411', '0x8363']",欣欣向荣,xīn xīn xiàng róng,"luxuriant growth (idiom); flourishing, thriving,"
4509,6,"['0x85aa', '0x6c34']",薪水,xīn shuǐ,"salary, wage,"
4510,6,"['0x4fe1', '0x8d56']",信赖,xìn lài,"to trust, to have confidence in, to have faith in, to rely on,"
4511,6,"['0x4fe1', '0x5ff5']",信念,xìn niàn,"faith, belief, conviction,"
4512,6,"['0x4fe1', '0x4ef0']",信仰,xìn yǎng,"to believe in (a religion), firm belief, conviction,"
4513,6,"['0x4fe1', '0x8a89']",信誉,xìn yù,"prestige, distinction, reputation, trust,"
4514,6,['0x8165'],腥,xīng,"fishy (smell),"
4515,6,"['0x5174', '0x9686']",兴隆,xīng lóng,"prosperous, thriving, flourishing,"
4516,6,"['0x5174', '0x65fa']",兴旺,xīng wàng,"prosperous, thriving, to prosper, to flourish,"
4517,6,"['0x884c', '0x653f']",行政,xíng zhèng,"administrative, executive (adjective),"
4518,6,"['0x5f62', '0x6001']",形态,xíng tài,"shape, form, pattern, morphology,"
4519,6,"['0x5211', '0x4e8b']",刑事,xíng shì,"criminal, penal,"
4520,6,"['0x6027', '0x611f']",性感,xìng gǎn,"sex appeal, eroticism, sexuality, sexy,"
4521,6,"['0x6027', '0x547d']",性命,xìng mìng,"life,"
4522,6,"['0x6027', '0x80fd']",性能,xìng néng,"function, performance,"
4523,6,"['0x6027', '0x60c5']",性情,xìng qíng,"nature, temperament,"
4524,6,"['0x5e78', '0x597d']",幸好,xìng hǎo,"fortunately,"
4525,6,"['0x5174', '0x9ad8', '0x91c7', '0x70c8']",兴高采烈,xīng gāo cǎi liè,"happy and excited (idiom); in high spirits, in great delight,"
4526,6,"['0x5174', '0x81f4', '0x52c3', '0x52c3']",兴致勃勃,xìng zhì bó bó,"to become exhilarated (idiom); in high spirits, full of zest,"
4527,6,"['0x80f8', '0x6000']",胸怀,xiōng huái,"one's bosom (the seat of emotions), breast, broad-minded and open, to think about, to cherish,"
4528,6,"['0x80f8', '0x819b']",胸膛,xiōng táng,"chest,"
4529,6,"['0x51f6', '0x6076']",凶恶,xiōng è,"variant of 兇惡|凶恶, fierce, ferocious, fiendish, frightening,"
4530,6,"['0x51f6', '0x624b']",凶手,xiōng shǒu,"murderer, assassin,"
4531,6,"['0x96c4', '0x539a']",雄厚,xióng hòu,"robust, strong and solid,"
4532,6,"['0x4fee', '0x590d']",修复,xiū fù,"to restore, to renovate, restoration,"
4533,6,"['0x4fee', '0x5efa']",修建,xiū jiàn,"to build, to construct,"
4534,6,"['0x4fee', '0x7406']",修理,xiū lǐ,"to repair, to perform maintenance, to overhaul, to fix, to prune, to trim,"
4535,6,"['0x7f9e', '0x803b']",羞耻,xiū chǐ,"(a feeling of) shame,"
4536,6,"['0x4f11', '0x517b']",休养,xiū yǎng,"to recuperate, to recover, to convalesce,"
4537,6,['0x7ee3'],绣,xiù,"to embroider, embroidery,"
4538,6,"['0x55c5', '0x89c9']",嗅觉,xiù jué,"sense of smell,"
4539,6,"['0x865a', '0x5047']",虚假,xū jiǎ,"false, phony, pretense,"
4540,6,"['0x865a', '0x8363']",虚荣,xū róng,"vanity,"
4541,6,"['0x865a', '0x4f2a']",虚伪,xū wěi,"false, hypocritical, artificial, sham,"
4542,6,"['0x9700', '0x6c42']",需求,xū qiú,"requirement, demand (economics),"
4543,6,"['0x987b', '0x77e5']",须知,xū zhī,"prerequisites, rules that must be known before starting sth,"
4544,6,"['0x8bb8', '0x53ef']",许可,xǔ kě,"to allow, to permit,"
4545,6,"['0x9157', '0x9152']",酗酒,xù jiǔ,"heavy drinking, to get drunk, to drink to excess,"
4546,6,"['0x755c', '0x7267']",畜牧,xù mù,"to raise animals,"
4547,6,"['0x5e8f', '0x8a00']",序言,xù yán,"preface, introductory remarks, preamble, prelude,"
4548,6,"['0x5ba3', '0x8a93']",宣誓,xuān shì,"to swear an oath (of office), to make a vow,"
4549,6,"['0x5ba3', '0x626c']",宣扬,xuān yáng,"to proclaim, to make public or well known,"
4550,6,"['0x60ac', '0x6302']",悬挂,xuán guà,"to suspend, to hang, suspension (cable car),"
4551,6,"['0x60ac', '0x5ff5']",悬念,xuán niàn,"suspense in a movie, play etc, concern for sb's welfare,"
4552,6,"['0x60ac', '0x5d16', '0x5ced', '0x58c1']",悬崖峭壁,xuán yá qiào bì,"sheer cliffs and precipitous rock faces (idiom),"
4553,6,"['0x65cb', '0x5f8b']",旋律,xuán lǜ,"melody, rhythm,"
4554,6,"['0x65cb', '0x8f6c']",旋转,xuán zhuǎn,"to rotate, to revolve, to spin, to whirl,"
4555,6,"['0x9009', '0x62d4']",选拔,xuǎn bá,"to select the best,"
4556,6,"['0x9009', '0x624b']",选手,xuǎn shǒu,"athlete, contestant,"
4557,6,"['0x524a', '0x5f31']",削弱,xuē ruò,"to weaken, to impair, to cripple,"
4558,6,"['0x5b66', '0x5386']",学历,xué lì,"educational background, academic qualifications,"
4559,6,"['0x5b66', '0x8bf4']",学说,xué shuō,"theory, doctrine,"
4560,6,"['0x5b66', '0x4f4d']",学位,xué wèi,"academic degree, e.g.: BSc 學士學位|学士学位, MSc 碩士學位|硕士学位, Diploma 學位證書|学位证书, PhD 博士學位|博士学位[bó shì xué wèi],"
4561,6,"['0x96ea', '0x4e0a', '0x52a0', '0x971c']",雪上加霜,xuě shàng jiā shuāng,"to add hail to snow (idiom); one disaster on top of another, to make things worse in a bad situation,"
4562,6,"['0x8840', '0x538b']",血压,xuè yā,"blood pressure,"
4563,6,"['0x718f', '0x9676']",熏陶,xūn táo,"to seep in, to influence, to nurture, influence, training,"
4564,6,"['0x5faa', '0x73af']",循环,xún huán,"to cycle, to circulate, circle, loop,"
4565,6,"['0x5faa', '0x5e8f', '0x6e10', '0x8fdb']",循序渐进,xún xù jiàn jìn,"in sequence, step by step (idiom); to make steady progress incrementally,"
4566,6,"['0x5de1', '0x903b']",巡逻,xún luó,"to patrol (police, army or navy),"
4567,6,"['0x5bfb', '0x89c5']",寻觅,xún mì,"to look for,"
4568,6,"['0x62bc', '0x91d1']",押金,yā jīn,"deposit, down payment,"
4569,6,"['0x538b', '0x8feb']",压迫,yā pò,"to oppress, to repress, to constrict, oppression, stress (physics),"
4570,6,"['0x538b', '0x5c81', '0x94b1']",压岁钱,yā suì qián,"money given to children as new year present,"
4571,6,"['0x538b', '0x7f29']",压缩,yā suō,"to compress, compression,"
4572,6,"['0x538b', '0x6291']",压抑,yā yì,"to constrain or repress emotions, oppressive, stifling, depressing, repression,"
4573,6,"['0x538b', '0x69a8']",压榨,yā zhà,"to press, to squeeze, to extract juice, oil etc by squeezing,"
4574,6,"['0x538b', '0x5236']",压制,yā zhì,"to suppress, to inhibit, to stifle,"
